"AdaptDown","AdaptUp","Stage1_1","Stage1_2","Stage1_3","Stage1_4","Stage1_5","Stage2_1","Stage2_2","Stage2_3","Stage2_4","Stage2_5","Stage3_1","Stage3_2","Stage3_3","Stage3_4","Stage3_5","Stage4_1","Stage4_2","Stage4_3","Stage4_4","Stage4_5","Stage5_1","Stage5_2","Stage5_3","Stage5_4","Stage5_5","Stage6_1","Stage6_2","Stage6_3","Stage6_4","Stage6_5","Stage7_1","Stage7_2","Stage7_3","Stage7_4","Stage7_5","Marg_Bias","Marg_MSE","StartCor_Bias","StartLow_Bias","StartHigh_Bias","StartCor_MSE","StartLow_MSE","StartHigh_MSE","TStart1_Bias","TStart2_Bias","TStart3_Bias","TStart4_Bias","TStart1_MSE","TStart2_MSE","TStart3_MSE","TStart4_MSE"
35,80,249.79,458.85,621.87,669.49,0,240.39,530,722.38,449.34,57.89,254.6,565.37,690.15,403.35,86.53,260.76,570.32,682.29,387.05,99.58,261.65,578.83,678.38,377.15,103.99,270.92,573.46,671.06,381.05,103.51,269.87,580.57,668.24,375.49,105.83,0.00200785954542528,0.0393502871466831,-0.00535765213266728,0.00324065915460393,0.0148379639192835,0.0374058112705612,0.043312443201203,0.0378651655937152,0.0706982520747228,0.0403606802919659,0.0018555755447335,-0.042605111056629,0.0403179536985885,0.0403227760267719,0.0377583485293145,0.0403860971183327
35,85,249.26,460.95,622.5,667.29,0,240.1,524.09,734.16,445.29,56.36,253.83,560.88,703.81,394.51,86.97,268.05,562.98,691.28,378.71,98.98,267.73,578.65,682.78,369.79,101.05,273.67,575.52,681.67,366.32,102.82,269.98,575.61,680.14,369.55,104.72,0.0019595236417925,0.0401997230897773,-0.00485705603927582,0.00252513779921596,0.0150069338687714,0.0380029583465483,0.0444900329459253,0.0387729862935192,0.0710864715428938,0.0405837383297671,0.00303912040818733,-0.0442827681642453,0.0413465462344699,0.0404447714140913,0.0389268530327739,0.0413058766986332
35,90,249.63,461.6,625.62,663.15,0,295.6,562.73,724.04,404.14,13.49,342.06,613.89,702.84,320.06,21.15,370.01,647.23,674.22,281.73,26.81,394.23,662.24,647.97,263.47,32.09,406.61,674.92,630.44,252.46,35.57,410.55,679.28,623.07,248.07,39.03,0.00985183944383727,0.0498681827236315,-0.00421554981040407,0.025264434253276,0.0168666957147323,0.0427460283144316,0.0669876996384116,0.040796129185516,0.0780427276807353,0.0628350075682427,0.00990724694886587,-0.0464939113475264,0.0451664208318688,0.0542918399649364,0.0467610836904127,0.0512953894655796
35,95,251.86,462.66,617.42,668.06,0,296.58,564.29,719.63,405.76,13.74,345.13,617.65,697.76,317.17,22.29,373.58,646.98,669.85,281.95,27.64,396.48,663.04,644.5,264.17,31.81,413.58,667.19,628.09,255.73,35.41,423.87,675.04,614.74,247.78,38.57,0.00931733593632891,0.0504391728969554,-0.00454878709259825,0.0238827568612987,0.0174230921056914,0.0430770226578006,0.067929616707315,0.0415626596969923,0.0754006295799866,0.0604765575122653,0.0112500663805448,-0.0477922918747494,0.0442946352431927,0.0538974176639719,0.0477078800419405,0.052396379187456
35,100,250.77,461.83,621.58,665.82,0,320.96,573.86,714.67,390.51,0,388.04,639.48,691.05,281.43,0,441.64,674.28,663,221.08,0,487.73,693.53,631.57,187.17,0,523.76,711.23,601.57,163.44,0,554.55,725.81,573.92,145.72,0,0.0259609690379185,0.0691040331380725,-0.00384622517465177,0.074934714039376,0.0194751372361682,0.0479098039659322,0.120903253557446,0.0416954390243567,0.0783141022090262,0.100326645022721,0.0304566053059891,-0.0499299940359646,0.0465320998378106,0.0859775372446117,0.0623722500921372,0.0690956709296158
40,55,251.23,461.59,620.89,666.29,0,126.56,444.29,716.21,465.82,247.12,148.53,387.67,605.12,592.31,266.37,126.3,402.15,661.26,524.12,286.17,141.11,380.2,620.81,573.74,284.14,131.72,393.07,637.65,549.14,288.42,132.89,386.62,627.05,563.42,290.02,0.000721668946735468,0.0413448935901524,-0.0073663346397027,-0.000538376422668217,0.0182929571308554,0.0404185270548327,0.0415858765967472,0.042875411783284,0.0781227819930156,0.0391864447586216,0.000658861478397733,-0.0466310506175296,0.0470979320008867,0.040817092888801,0.0405364878243583,0.0414991493042605
40,60,250.31,460.18,624.23,665.28,0,171.89,482.9,734.54,474.65,136.02,192.61,477.19,662.61,492.53,175.06,188.23,480.82,678.98,473.09,178.88,186.77,473.77,680.12,474.1,185.24,185.96,481.44,671.3,476.37,184.93,181.69,480.76,676.75,476.26,184.54,0.000196330507937829,0.0390595632851149,-0.00664114406583808,-0.000372734758015797,0.014513982694103,0.0378709641969178,0.0405043232785005,0.0394687231141133,0.0722924079324241,0.0367431730057524,0.000541921530782695,-0.0443537367715807,0.0420949776880561,0.0387781275588225,0.0381528128838629,0.0397441346884164
40,65,250.41,460.81,620.19,668.59,0,175.46,491.83,724.12,471.44,137.15,190.35,473.35,670.96,489.04,176.3,187.88,477.82,675.7,477.79,180.81,184.27,470.5,677.58,480.94,186.71,183.3,476.57,666.38,489.19,184.56,190.67,482.89,655.81,484.32,186.31,0.000484403747577143,0.0385866062328608,-0.0065253722277863,-0.000566373292423395,0.0159335107564916,0.0375224716956574,0.0396822420718367,0.0392315011250461,0.0729072084644495,0.0352454764151688,0.000898172503099961,-0.0428100133443225,0.0432515604837989,0.037998167607842,0.0373105464767762,0.0395931604524787
40,70,248.74,459.19,624.04,668.03,0,170.32,483.25,743.38,468.17,134.88,185.14,488.43,672.2,480.22,174.01,187.81,470.88,678.2,478.1,185.01,181.63,477.72,680.98,478.2,181.47,185.02,485.35,670.73,473.15,185.75,183.81,476.23,680.4,473.86,185.7,9.83918530853396e-05,0.038730891085575,-0.00620699808651637,-0.00176880720023589,0.01504296944355,0.0371823768537307,0.0405221991392596,0.0393556104958331,0.0716057992872083,0.0366098022447687,0.000231705609245308,-0.0437917630809463,0.0425648548298712,0.0385844767517874,0.0379647793334294,0.0389821954446853
40,75,249.72,458.86,625.09,666.33,0,238.62,518.34,736.85,450.46,55.73,252.27,558.01,706.73,397.94,85.05,261.68,569.98,685.08,381.8,101.46,267.33,572.15,680.21,376.61,103.7,266.47,582.11,673.82,373.73,103.87,266.31,580.52,674.05,371.1,108.02,0.00200360707281814,0.0402796440778048,-0.00495388662877414,0.00318049554442259,0.0141911992579515,0.0380864226575555,0.0447438670219856,0.0385991823004477,0.0744053534084985,0.0423332362758222,0.00147437234185689,-0.0444162400018306,0.0419020907912757,0.0402899861611378,0.038963246253562,0.0415044709878375
40,80,251.7,462.4,622.27,663.63,0,241.16,529.11,736.86,436.77,56.1,254.49,557.78,705.9,397.96,83.87,264.13,570.74,684.76,384.12,96.25,268.79,578.33,672.19,377.48,103.21,270.31,583.28,669.65,370.83,105.93,272.65,581.49,668.35,371.99,105.52,0.00225773342487745,0.0397038743466334,-0.00526868901364728,0.00325756276671394,0.0158759300078785,0.0377513075862204,0.0440544008024135,0.0377095313954537,0.0719334724330787,0.0406403621030394,0.00325502038622828,-0.0443986816794838,0.0412863182620014,0.0402534270505982,0.0380242581111252,0.0410697279386283
40,85,250.95,458.71,618.96,671.38,0,234.01,534.94,727.42,448.39,55.24,248.56,558.29,713.67,398.39,81.09,260.57,573.3,679.35,390.17,96.61,262.13,577.63,688.35,373.48,98.41,268.4,581.34,673.67,373.48,103.11,269.64,581.23,678.46,367.25,103.42,0.00194313464502,0.040490546767157,-0.00593641478821484,0.00273296289371997,0.0163671912417555,0.038210723214549,0.0444655945248497,0.0396735491639895,0.0725726051636818,0.043922489276594,0.000664314688263156,-0.0445525313379425,0.0422839120062617,0.0413240499648897,0.0394039962110736,0.0407665235939404
40,90,253.45,461.73,622.61,662.21,0,300.1,561.01,717.32,408.72,12.85,343.94,614.01,697.62,322.82,21.61,373.18,647.67,666.78,283.51,28.86,389.86,670.74,644.16,262.04,33.2,403.84,675.89,635.13,248.58,36.56,412.45,681.84,617.35,248.74,39.62,0.0102099667861147,0.050373852061726,-0.00413688511525512,0.0250426254707222,0.0187034587758322,0.0430031245929333,0.0678414803932596,0.0412350735258903,0.0789550884587213,0.0627334657006251,0.0114592107823186,-0.0476376022381096,0.04464307959375,0.0538011905778836,0.0475331243996067,0.0524210454709724
40,95,248.16,457.1,623.25,671.49,0,294.96,548.97,736.12,406.69,13.26,341.38,607.75,707.8,321.1,21.97,373.13,636.77,677.86,283.93,28.31,394.28,655.48,650.97,266.22,33.05,411.37,656.62,636.78,258.1,37.13,421.65,660.53,626.91,251.1,39.81,0.00980257911512922,0.0493679625286642,-0.00366131872173945,0.0251310435131579,0.0160767741712424,0.0420064151127022,0.0670643362261349,0.0402269131175772,0.0759696491599726,0.0617501388153884,0.0096054777290951,-0.0441166245564007,0.0452689173963845,0.0540418763658313,0.0465358762796083,0.0500865481351613
40,100,249.6,462.92,619.88,667.6,0,318.33,569.44,724.27,387.96,0,387.25,632.58,702.91,277.26,0,443.21,671,665.22,220.57,0,486.46,697.01,630.66,185.87,0,526.32,709.34,602.97,161.37,0,557.3,716.67,581.22,144.81,0,0.0257210256324849,0.0690901520966992,-0.00379038914799621,0.0744822765736314,0.0185454287914921,0.0474137632931958,0.120510336382154,0.04265695849865,0.072908097231237,0.102005608626066,0.0295347330121787,-0.0489140560612508,0.0439141407867722,0.0872280351739155,0.0626622449343064,0.068306150938559
45,60,248.17,460.17,621.16,670.5,0,238.85,536.97,768.57,325.47,130.14,290.28,574.87,581.3,429.11,124.44,278.42,538.81,678.69,368.37,135.71,283.41,561.17,622,404.37,129.05,277.29,555.98,653.41,380.78,132.54,285.48,553.66,634.47,394.6,131.79,0.000771854406677661,0.0420494066400577,-0.00702572364061084,-0.00111542202862264,0.0186886171775747,0.0407897433631601,0.0441118352607339,0.0418283610282604,0.0756222425865688,0.0431729445263498,0.000417373860906311,-0.0479948374285927,0.0434513894052464,0.0417593938802992,0.0409503866628438,0.0433786708984578
45,65,249.21,461.53,624.2,665.06,0,239.15,528.96,764.18,331.96,135.75,296.02,570.03,579.99,434.05,119.91,277.58,548.1,676.27,362.95,135.1,289.08,561.12,609.48,409.19,131.13,284.95,550.46,648.41,379.13,137.05,281.82,563.5,627.17,395.87,131.64,0.00147638613750703,0.0414626250070364,-0.00542205907289533,-0.000192122733334415,0.0176358956626927,0.0403667174366071,0.0434791444833208,0.040887316574583,0.0736312514009545,0.0433539851657823,0.000563613314772903,-0.0454451777218789,0.0418527910867787,0.0412674307592156,0.0402876563825331,0.0429752571619236
45,70,248.42,460.83,625.39,665.36,0,237.93,522.45,774.98,333.65,130.99,288.32,563.25,582.53,443.4,122.5,276.92,544.49,676.48,364.82,137.29,291.4,561.31,611.73,408.24,127.32,283.88,552.57,652.01,376.79,134.75,291.26,556.4,620.58,401.78,129.98,3.76366141960388e-05,0.0415506209017602,-0.00690383404065838,-0.0019705500118065,0.0165764743352042,0.0402685638374253,0.0442253412714553,0.0404717297011095,0.0726010029713884,0.0406195529655674,0.00058657044194728,-0.0479470480809765,0.0433186358419507,0.0406530809370245,0.0406062900531025,0.043043803371264
45,75,250.65,459.58,626,663.77,0,303.3,573.03,756.55,311.63,55.49,383.65,622.45,618.77,311.67,63.46,392.37,645.67,605.23,287.53,69.2,396.69,639.65,599.03,294.46,70.17,405.49,640.21,597.73,285.84,70.73,404.5,641.04,599.62,284.11,70.73,0.00225067880980397,0.0455362478357553,-0.00675424567672504,0.00293739826557465,0.0191509130586083,0.0438574396984567,0.0505191579110258,0.0421074959800545,0.0717324543743023,0.0484878965690487,0.00407622527247755,-0.051314360325301,0.0415151876900282,0.0450732327412357,0.0437932849762841,0.0489421941132431
45,80,250.95,461.6,621.76,665.69,0,307.52,572.04,762.04,303.42,54.98,381.33,637.9,615.88,302.44,62.45,395.49,626.37,621.45,288.84,67.85,402.91,640.41,598.13,288.38,70.17,413.86,628.03,606.94,283.54,67.63,406.19,636.61,600.84,287.51,68.85,0.00246452859722227,0.0452263829208529,-0.00634552413053372,0.00362978518993841,0.0182383857778087,0.0433461117240645,0.0508033974786116,0.0414605675696608,0.0718954589618556,0.0457188743859427,0.00453341191118197,-0.0491554232111054,0.0416042170297272,0.0439476879201841,0.0437996214901988,0.048724878656641
45,85,249.71,459.54,625.5,665.25,0,299.65,569.7,769.91,305.03,55.71,376.91,632.78,622.73,305.56,62.02,400.69,624.71,615.08,293.1,66.42,402.05,637.88,598.36,290.02,71.69,398.65,643.86,601.05,285.96,70.48,402.42,643.46,599.03,282.7,72.39,0.00264214160896489,0.0444649882404051,-0.00422609432264423,0.00200465453832098,0.0171338967257679,0.0423370194161109,0.0496391534723387,0.0416407995098962,0.0735430711644069,0.0483509000722444,0.00183445139233735,-0.0471459653192692,0.0423221955002878,0.0443765093649239,0.0427930962895849,0.0470819263977269
45,90,249.25,463.76,621.96,665.03,0,362.48,604.17,754.09,266.16,13.1,472.5,691.77,619.86,198.55,17.32,537.25,716.7,551.64,174.55,19.86,577.52,713.45,516.95,169.9,22.18,602.48,713.89,500.64,160.34,22.65,624.22,704.07,491.5,157.42,22.79,0.00949232413484249,0.0593182197945942,-0.0055309535891544,0.0226992295381365,0.0215788515749754,0.0530986401701253,0.0775727405561327,0.0470884042592104,0.0732777201267591,0.07590971864269,0.0120434200251816,-0.0600065969684895,0.0440957412321599,0.0613784567307215,0.056370041339219,0.0646556232342113
45,95,248.82,463.25,622.72,665.21,0,365.47,604.63,754.49,261.7,13.71,476.97,689.07,619.93,196.96,17.07,547.38,702.9,550.74,178.41,20.57,588.26,705.66,519.59,164.41,22.08,607.7,705.3,502.92,160.72,23.36,622.12,701.44,488.87,162.83,24.74,0.0111896051688993,0.0587149927061076,-0.00475538662578884,0.024813741891653,0.0244360378631861,0.0525002427672464,0.0767265726608811,0.0469619752362486,0.0750694297044593,0.0774637222408756,0.0126679202698212,-0.0570427348762,0.0440796265929952,0.0621539686698303,0.0554439427275017,0.063308969009139
45,100,247.45,462.31,623.02,667.22,0,385.3,613.82,749.93,250.95,0,530.17,696.12,622.62,151.09,0,639.93,719.92,530.07,110.08,0,731.32,712.39,470.43,85.86,0,804.87,700.58,425.11,69.44,0,862.73,690.32,388.25,58.7,0,0.024554258540952,0.0819738231990599,-0.000801758799612737,0.0618862366494213,0.0247224845280492,0.0633307313510041,0.131883222027493,0.0521227306821445,0.0783059278094261,0.11784476982779,0.0292410797908665,-0.0661103095765816,0.0461336719223557,0.0979148116297228,0.0758233273301672,0.0848461206173183
50,65,251.75,460.91,625.46,661.88,0,240.98,530.34,754.75,338.6,135.33,293.22,568.11,580.5,432.06,126.11,275.73,550.67,671.64,364.36,137.6,284.92,567.17,616.47,401.93,129.51,280.66,555.06,650.01,380.21,134.06,286.69,554.76,624.86,400.62,133.07,0.00138391762795107,0.0418519120781895,-0.00594334990185757,-6.75904811080373e-05,0.0180148917577148,0.0407820010489246,0.0441189895219182,0.0409017679769681,0.0732964574699564,0.0438747368695641,0.000348814320368386,-0.0464826146633423,0.0417494814236417,0.0412495450115629,0.040865733155955,0.0435742635485777
50,70,251.28,457.86,627.62,663.24,0,239.96,533.13,765.42,329.19,132.3,288.56,569.1,587.17,433.19,121.98,285.21,543.25,666.17,368.25,137.12,290,567.12,607.96,406.06,128.86,287.11,545.49,653.73,382.01,131.66,288.51,558.8,621.02,399.53,132.14,7.02508942102598e-05,0.0420752822302399,-0.00660245419142722,-0.00138372940193352,0.0153294655788123,0.0407485995670675,0.0447320610135636,0.0411084642212113,0.0737714216060459,0.0425588507035249,-0.000983997469258489,-0.0478236192338942,0.0429623246750844,0.0418159552650173,0.0407366479942398,0.043777339574191
50,75,248.06,463.46,621.5,666.98,0,308.76,571.46,759.42,304.45,55.91,369.39,643.49,616.31,306.32,64.49,395.93,637.1,609.99,288.18,68.8,397.61,647.49,604.09,283.35,67.46,396.75,644.08,609.69,278.86,70.62,402.91,647.26,596.17,283.63,70.03,0.0028207079435951,0.0448581484583369,-0.00598444153155829,0.0031999832642127,0.0198617034736937,0.0427476152679836,0.0501665961538449,0.0419697481342698,0.0699905034304023,0.0522652745206159,0.00124290248036545,-0.0487301188263396,0.0414696236902385,0.0456100895452836,0.0431837263169454,0.0470995349098867
50,80,250.02,462.27,622.17,665.54,0,303.77,572.86,760.33,309.45,53.59,371.39,634.72,623.01,305.42,65.46,396.62,638.3,606.13,289.06,69.89,403.99,644.5,598.7,282.15,70.66,408.24,644.04,594.54,283.23,69.95,410.16,648.1,592.89,278.25,70.6,0.00254649250287205,0.0455918273141578,-0.00615227890617471,0.00332459053033678,0.0189289584784866,0.0433401850238105,0.0508072280419235,0.0429783861058997,0.0720911445872777,0.0498216186288945,0.00219013042975168,-0.0489546488261314,0.0421348715504318,0.0458177054200195,0.0440109618173518,0.0481599000346622
50,85,250,458.74,623.56,667.7,0,307.24,569.63,768.22,301.94,52.97,372.79,641.18,619.86,303.68,62.49,403.06,634.69,598.26,293.85,70.14,400.76,645.92,600.45,281.67,71.2,419,638.31,588.36,285.76,68.57,414.83,644.71,592.07,277.92,70.47,0.00157178111821005,0.045115304312232,-0.00615753583250576,0.0017374814437201,0.0166917162768904,0.0430740787885498,0.0502535989598391,0.0423314139792336,0.0752359797609537,0.0459228089241862,0.00118378621559268,-0.0488340244038174,0.042905272341995,0.0451191321430082,0.0434495951609376,0.0476590529325435
50,90,250.72,459.66,622.88,666.74,0,361.3,606.64,751.17,267.44,13.45,477.78,685.94,617.22,200.94,18.12,543.45,701.76,555.06,179.97,19.76,590.62,696.7,522.52,168.05,22.11,607.87,702.64,501.36,165.85,22.28,623.35,708.27,484.16,160.67,23.55,0.0101433093257904,0.0586941849544929,-0.00333084944642355,0.0210235674505887,0.0222423875822516,0.0522763791257252,0.0765417969953156,0.0473491888705177,0.070397176550148,0.0757828755185126,0.0126343695332381,-0.0573745425824517,0.0432373552650178,0.061184490062184,0.0563593978132584,0.0630820923787807
50,95,251.17,459.47,621.86,667.5,0,368.32,601.28,739.5,278.37,12.53,481.1,672.68,625.85,203.02,17.35,542.03,698.95,559.14,179.52,20.36,578.8,700.39,527.44,171.19,22.18,604.51,706.38,505.16,161.33,22.62,619.25,701.34,493.41,163.21,22.79,0.00966271197181898,0.0583835443247244,-0.00512663320908851,0.0227377953439952,0.0216199170840122,0.0522268910127089,0.075974169161076,0.0468269384967362,0.0754995809378082,0.0755136891334972,0.0109179059803189,-0.0572153600521708,0.0445282583088515,0.0617032723445707,0.0552470653458402,0.0627434462845121
50,100,251.7,462.38,623.83,662.09,0,390.46,620.41,749.42,239.71,0,536.53,700.54,618.02,144.91,0,642.92,729.63,522.63,104.82,0,732.24,721.33,464.55,81.88,0,802.94,711.1,417.29,68.67,0,858.7,702.91,380.66,57.73,0,0.0247614628866884,0.0808332715747159,-0.00163184685102376,0.0635873926536849,0.02551088695038,0.0628535849590161,0.129407299570514,0.051628034172149,0.0751068130307138,0.116909560029325,0.0312501622765253,-0.0676965328296361,0.0453950013429291,0.0954780684208413,0.0746690263910883,0.0848435820973372
